chromosome_index	start_position	end_position	major_cn	minor_cn	total_cn
1	10001	121499999	1	1	2
1	121500000	128899999	1	1	2
1	128900000	247247500	1	1	2
1	247247501	249250620	1	1	2
2	42999	37898692	1	1	2
2	37898693	90499999	1	1	2
2	90500000	96799999	1	1	2
2	96800000	212248081	1	1	2
2	212248082	212248902	1	1	2
2	212248903	216976267	1	1	2
2	216976268	216977886	1	1	2
2	216977887	216979491	1	1	2
2	216979492	216984649	1	1	2
2	216984650	216985508	1	1	2
2	216985509	216986054	1	1	2
2	216986055	242802500	1	1	2
2	242802501	242951000	1	1	2
3	10001	100073	1	1	2
3	100074	16560724	1	1	2
3	16560725	16569278	1	1	2
3	16569279	54996885	1	1	2
3	54996886	87899999	1	1	2
3	87900000	93899999	1	1	2
3	93900000	198022429	1	1	2
4	27500	48199999	1	1	2
4	48200000	52699999	1	1	2
4	52700000	190749943	1	1	2
5	14757	1313065	1	1	2
5	1313066	1323654	3	1	4
5	1323655	46099999	1	1	2
5	46100000	50699999	1	1	2
5	50700000	131940257	1	1	2
5	131940258	131940705	1	1	2
5	131940706	180689978	1	1	2
6	39681	202330	1	1	2
6	202331	31913401	1	1	2
6	31913402	31914001	1	1	2
6	31914002	58699999	1	1	2
6	58700000	63299999	1	1	2
6	63300000	170899934	1	1	2
7	40386	10502089	1	1	2
7	10502090	10516568	1	1	2
7	10516569	57999999	1	1	2
7	58000000	61699999	1	1	2
7	61700000	69652352	1	1	2
7	69652353	69653667	1	1	2
7	69653668	158821400	1	1	2
8	187501	43099999	1	1	2
8	43100000	48099999	1	1	2
8	48100000	146364021	1	1	2
9	47500	1100737	1	1	2
9	1100738	29100019	1	1	2
9	29100020	47299999	1	1	2
9	47300000	50699999	1	1	2
9	50700000	140273200	1	1	2
10	94426	37999999	1	1	2
10	38000000	42299999	1	1	2
10	42300000	135389924	1	1	2
11	196944	51599999	1	1	2
11	51600000	55699999	1	1	2
11	55700000	77587121	1	1	2
11	77587122	77820592	2	1	3
11	77820593	134452200	1	1	2
12	22500	190979	1	1	2
12	190980	33299999	1	1	2
12	33300000	38199999	1	1	2
12	38200000	40522001	1	1	2
12	40522002	64895447	1	0	1
12	64895448	64895803	1	0	1
12	64895804	83719998	1	0	1
12	83719999	132969178	1	1	2
12	132969179	133165258	2	1	3
13	1	16299999	1	1	2
13	16300000	19499999	1	1	2
13	19500000	76210651	1	1	2
13	76210652	76240636	3	1	4
13	76240637	114142800	1	1	2
13	114142801	115169877	1	1	2
14	1	16099999	1	1	2
14	16100000	19099999	1	1	2
14	19100000	58995973	1	1	2
14	58995974	64549487	1	1	2
14	64549488	106368400	1	1	2
15	1	15799999	1	1	2
15	15800000	20699999	1	1	2
15	20700000	100338800	1	1	2
15	100338801	102430068	1	1	2
16	100010	11017982	1	1	2
16	11017983	11018442	1	1	2
16	11018443	34599999	1	1	2
16	34600000	38599999	1	1	2
16	38600000	77197049	1	1	2
16	77197050	85955719	1	0	1
16	85955720	85956274	1	0	1
16	85956275	88860015	1	0	1
16	88860016	90354752	1	0	1
17	12500	22199999	1	1	2
17	22200000	25799999	1	1	2
17	25800000	64316441	1	1	2
17	64316442	64329735	3	1	4
17	64329736	78774600	1	1	2
17	78774601	81195209	1	1	2
18	27500	80030	1	1	2
18	80031	15399999	1	1	2
18	15400000	18999999	1	1	2
18	19000000	26018599	1	1	2
18	26018600	26054776	1	1	2
18	26054777	76117000	1	1	2
18	76117001	78077247	1	1	2
19	260137	24399999	1	1	2
19	24400000	28599999	1	1	2
19	28600000	59128982	1	1	2
20	41082	25599999	1	1	2
20	25600000	29399999	1	1	2
20	29400000	62432500	1	1	2
21	1	9417499	NA	NA	NA
21	9417500	10899999	NA	NA	NA
21	10900000	14299999	1	0	1
21	14300000	37649988	1	1	2
21	37649989	46937500	1	1	2
21	46937501	48129894	1	1	2
22	1	12199999	1	1	2
22	12200000	17899999	1	1	2
22	17900000	19956993	1	1	2
22	19956994	19957527	1	1	2
22	19957528	36676752	1	1	2
22	36676753	36677333	1	1	2
22	36677334	49687500	1	1	2
22	49687501	51304565	1	1	2
X	1	37669757	0	0	0
X	37669758	37670257	1	0	1
X	37670258	37671516	1	0	1
X	37671517	37672248	1	0	1
X	37672249	49259993	1	0	1
X	49259994	53751165	1	0	1
X	53751166	58099999	1	0	1
X	58100000	62999999	1	0	1
X	63000000	85705014	1	0	1
X	85705015	100614177	1	0	1
X	100614178	100614634	1	0	1
X	100614635	100621557	1	0	1
X	100621558	100622098	1	0	1
X	100622099	123022149	1	0	1
X	123022150	123022680	1	0	1
X	123022681	123482884	1	0	1
X	123482885	123483423	1	0	1
X	123483424	135732713	1	0	1
X	135732714	135733301	1	0	1
X	135733302	135741403	1	0	1
X	135741404	135742063	2	0	2
X	135742064	155270559	1	0	1
Y	1	11599999	1	0	1
Y	11600000	13399999	1	0	1
Y	13400000	59373565	1	0	1
